Volgorde;group_straatadvertenties/Foto_advertentie;Link Sciensano Server;group_straatadvertenties/Foto_advertentie_URL;Record_your_current_location;lat;lon;group_straatadvertenties/_Record_your_current_location_latitude;group_straatadvertenties/_Record_your_current_location_longitude;group_straatadvertenties/_Record_your_current_location_altitude;group_straatadvertenties/_Record_your_current_location_precision;_index;_parent_table_name;_parent_index;_submission__id;_submission__uuid;_submission__submission_time;_submission__validation_status;_submission__notes;_submission__status;_submission__submitted_by;_submission__tags;Type advertentie;public transport (Y/N);Promo char;Desc promo char;Premium offers;Desc premium offer;Nr food;Naam voedingsmiddel;Merk voedingsmiddel;Category (WHO);UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;Opmerkingen
3106;1663577003825.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577003825.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577003825.jpg;51.2195083 4.4109667 48.199999999999996 2.233;512.195.083;44.109.667;512.195.083;44.109.667;48.199.999.999.999.900;2.233;1984;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;;Rosato;Martini;A;5;A;;
3107;1663577590377.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577590377.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577590377.jpg;51.21861 4.4081083 63.199999999999996 3.0;5.121.861;44.081.083;5.121.861;44.081.083;63.199.999.999.999.900;3;1985;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;6;N;;;;;;Belegd broodje;;9;4;ND;;
3108;1663577758097.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577758097.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577758097.jpg;51.2190012 4.4084542 46.9 2.516;512.190.012;44.084.542;512.190.012;44.084.542;46.9;2.516;1986;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;6;N;;;;;;Dranken menu;;NA;;NA;;
3109;1663577827192.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577827192.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577827192.jpg;51.2194653 4.409115 36.8 2.84;512.194.653;4.409.115;512.194.653;4.409.115;36.8;2.84;1987;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;;Eiwitpoeder;;NA;;NA;;
3110;1663577843574.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577843574.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577843574.jpg;51.2195347 4.4091556 35.0 2.733;512.195.347;44.091.556;512.195.347;44.091.556;35;2.733;1988;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;;Supplement;Jumbo;NA;;NA;;
3111;1663577862358.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577862358.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577862358.jpg;51.219592 4.4091267 36.599999999999994 2.483;51.219.592;44.091.267;51.219.592;44.091.267;36.599.999.999.999.900;2.483;1989;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;;Supplement;;NA;;NA;;
3112;1663577987798.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663577987798.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663577987798.jpg;51.2198035 4.407236 67.0 2.266;512.198.035;4.407.236;512.198.035;4.407.236;67;2.266;1990;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;;Broodjes;;11;3;4;C;
3113;1663578090603.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663578090603.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663578090603.jpg;51.2199397 4.4073808 61.9 2.15;512.199.397;44.073.808;512.199.397;44.073.808;61.9;2.15;1991;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;1;;Red-bull;4c;4;1;E;
3114;1663578090603.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663578090603.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663578090603.jpg;51.2199397 4.4073808 61.9 2.15;512.199.397;44.073.808;512.199.397;44.073.808;61.9;2.15;1991;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;2;;Monster;4c;4;1;E;
3115;1663578090603.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663578090603.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663578090603.jpg;51.2199397 4.4073808 61.9 2.15;512.199.397;44.073.808;512.199.397;44.073.808;61.9;2.15;1991;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;3;;Nalu;4c;4;1;E;
3116;1663579028728.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579028728.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579028728.jpg;51.2205034 4.4097328 46.199999999999996 2.266;512.205.034;44.097.328;512.205.034;44.097.328;46.199.999.999.999.900;2.266;1992;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Duvel;A;5;A;;
3117;1663579091524.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579091524.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579091524.jpg;51.2206584 4.4095927 58.699999999999996 2.233;512.206.584;44.095.927;512.206.584;44.095.927;58.699.999.999.999.900;2.233;1993;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;Y;;;8;Koopkracht acties;;Gevulde koeken;Carrefour;2;4;13;E;
3118;1663579295213.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579295213.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579295213.jpg;51.2207352 4.4098267 70.9 2.25;512.207.352;44.098.267;512.207.352;44.098.267;70.9;2.25;1994;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;6;N;;;;;;Broodjes, burgers, snack, pasta;Topfrit;9;4;ND;;
3119;1663579338297.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579338297.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579338297.jpg;51.2206717 4.4098633 63.199999999999996 2.166;512.206.717;44.098.633;512.206.717;44.098.633;63.199.999.999.999.900;2.166;1995;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;7;N;;;;;;Chipz;Topfrit;NA;;NA;;
3120;1663579356032.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579356032.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579356032.jpg;51.2207067 4.4099783 59.699999999999996 2.083;512.207.067;44.099.783;512.207.067;44.099.783;59.699.999.999.999.900;2.083;1996;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;7;N;;;;;;Chipz;Topfrit;NA;;NA;;
3121;1663579372058.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579372058.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579372058.jpg;51.2207126 4.4099821 56.4 2.1;512.207.126;44.099.821;512.207.126;44.099.821;56.4;2.1;1997;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;7;N;;;;;;Chipz;Topfrit;NA;;NA;;
3122;1663579403180.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579403180.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579403180.jpg;51.2207159 4.4100721 52.4 2.966;512.207.159;44.100.721;512.207.159;44.100.721;52.4;2.966;1998;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;7;N;;;;;;Chipz;Topfrit;NA;;NA;;
3123;1663579503326.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579503326.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579503326.jpg;51.2206399 4.4100971 59.9 2.533;512.206.399;44.100.971;512.206.399;44.100.971;59.9;2.533;1999;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Duvel;A;5;A;;
3124;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;1;Lays chips;;3a;4;13;E;
3125;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;2;Wafel;;2;4;13;E;
3126;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;3;Volle melk;;4b;1;10;B;
3127;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;4;Boter;;10;2;7;D;
3128;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;5;Coca-cola  ;;4d;4;1;E;
3129;1663579594270.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579594270.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579594270.jpg;51.2206883 4.4108554 69.5 2.933;512.206.883;44.108.554;512.206.883;44.108.554;69.5;2.933;2000;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;8;N;;;;;6;Huishoudartikelen;;NA;;NA;;
3130;1663579616567.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579616567.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579616567.jpg;51.2206285 4.4108378 66.5 2.1;512.206.285;44.108.378;512.206.285;44.108.378;66.5;2.1;2001;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;1;Monster;V-mart;4c;4;1;E;
3131;1663579616567.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579616567.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579616567.jpg;51.2206285 4.4108378 66.5 2.1;512.206.285;44.108.378;512.206.285;44.108.378;66.5;2.1;2001;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;2;Red-bull;V-mart;4c;4;1;E;
3132;1663579616567.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579616567.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579616567.jpg;51.2206285 4.4108378 66.5 2.1;512.206.285;44.108.378;512.206.285;44.108.378;66.5;2.1;2001;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;3;Magnum, cornetto, racket, solero;V-mart;5;4;13;E;
3133;1663579632939.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579632939.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579632939.jpg;51.2206149 4.4109178 64.19999999999999 2.22;512.206.149;44.109.178;512.206.149;44.109.178;6.419.999.999.999.990;2.22;2002;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Jupiler;A;5;A;;
3134;1663579632939.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579632939.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579632939.jpg;51.2206149 4.4109178 64.19999999999999 2.22;512.206.149;44.109.178;512.206.149;44.109.178;6.419.999.999.999.990;2.22;2002;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;2;;Ola;5;4;13;E;
3135;1663579632939.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579632939.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579632939.jpg;51.2206149 4.4109178 64.19999999999999 2.22;512.206.149;44.109.178;512.206.149;44.109.178;6.419.999.999.999.990;2.22;2002;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;3;;Coca-cola, sprite, fanta;4d;4;1;E;
3136;1663579632939.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579632939.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579632939.jpg;51.2206149 4.4109178 64.19999999999999 2.22;512.206.149;44.109.178;512.206.149;44.109.178;6.419.999.999.999.990;2.22;2002;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;4;N;;;;;4;;Cristaline;4e;1;1;F;
3137;1663579652617.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579652617.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579652617.jpg;51.2206332 4.4109998 63.5 2.0;512.206.332;44.109.998;512.206.332;44.109.998;63.5;2;2003;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;6;N;;;;;1;;Coca-cola;4d;4;1;E;
3138;1663579652617.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579652617.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579652617.jpg;51.2206332 4.4109998 63.5 2.0;512.206.332;44.109.998;512.206.332;44.109.998;63.5;2;2003;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;6;Voetbalteam Belgie;;;2;;Jupiler;A;5;A;;
3139;1663579652617.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579652617.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579652617.jpg;51.2206332 4.4109998 63.5 2.0;512.206.332;44.109.998;512.206.332;44.109.998;63.5;2;2003;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;3;666;Duvel;A;5;A;;
3140;1663579684695.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_10_03\all_voedingsadvertenties_03102022\1663579684695.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2Fb18a2a92-9c82-48ac-85ce-55a94595ba47%2F1663579684695.jpg;51.2204983 4.410975 67.8 2.18;512.204.983;4.410.975;512.204.983;4.410.975;67.8;2.18;2004;Voedingsadvertenties;110;185840847;b18a2a92-9c82-48ac-85ce-55a94595ba47;2022-09-19T14:04:33;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Stella artois;A;5;A;;
